step,split,loss,ppl,lr,tokens_per_sec,elapsed_sec
0,valid,8.305889964103699,4047.6427924575905,0.0,0.0,0.0
20,train,8.296173095703125,4008.5028469183567,1.1999999999999999e-05,276621.3962804766,1.1845793724060059
40,train,8.273292541503906,3917.8273884741293,2.3999999999999997e-05,463663.8272393777,1.413437843322754
60,train,8.230337142944336,3753.098869618655,3.5999999999999994e-05,598584.1594308645,1.642275333404541
80,train,8.154850006103516,3480.217274788309,4.7999999999999994e-05,700449.9955189512,1.8712542057037354
100,train,8.043136596679688,3112.3601146532133,5.9999999999999995e-05,779582.018971713,2.1016390323638916
120,train,7.89910888671875,2694.879814777331,7.199999999999999e-05,843154.9687689602,2.331813335418701
140,train,7.727531909942627,2269.9927348021215,8.4e-05,895211.7274522552,2.5622541904449463
160,train,7.541637897491455,1884.9147954193531,9.599999999999999e-05,938782.2494555847,2.7923834323883057
180,train,7.350006103515625,1556.2060261359636,0.00010799999999999998,974226.6825815093,3.02713942527771
200,train,7.168022155761719,1297.2762533805183,0.00011999999999999999,1005980.8407791902,3.2573184967041016
220,train,6.9581756591796875,1051.7131228302721,0.00013199999999999998,1033512.2849071289,3.487602472305298
240,train,6.737750053405762,843.6604079729682,0.00014399999999999998,1057684.1676336483,3.7177071571350098
250,valid,6.666514714558919,785.6526035877447,0.00015,1068385.9385160976,3.8338205814361572
260,train,6.599837303161621,734.9756013073289,0.000156,1048690.7202419885,4.062055587768555
280,train,6.406338691711426,605.6720643819765,0.000168,1068562.0410614484,4.293171405792236
300,train,6.299961090087891,544.5507212929992,0.00017999999999999998,1086565.3894981307,4.523611783981323
320,train,6.229957580566406,507.73394525260295,0.00019199999999999998,1102823.5723874152,4.754051446914673
340,train,6.086320400238037,439.80014166724493,0.000204,1117637.017877124,4.984230041503906
360,train,5.98313045501709,396.6802160713238,0.00021599999999999996,1131033.6357404084,5.214911222457886
380,train,6.002272605895996,404.3466707390126,0.00022799999999999999,1143166.8847716602,5.446203947067261
400,train,5.851547718048096,347.7722174989898,0.00023999999999999998,1154433.622664903,5.676896333694458
420,train,5.904871940612793,366.8202480033833,0.000252,1164798.7531993224,5.907698631286621
440,train,5.882448673248291,358.6864732153543,0.00026399999999999997,1174482.793675081,6.137986898422241
460,train,5.917623519897461,371.5277356425785,0.000276,1183584.1854797236,6.3676416873931885
480,train,5.918201446533203,371.7425134738601,0.00028799999999999995,1191973.9618428543,6.59772801399231
500,train,5.878422737121582,357.2453273118797,0.0003,1199746.1368124653,6.828111171722412
500,valid,5.876886328061421,356.69687378666805,0.0003,1199746.1368124653,6.828111171722412
520,train,5.84515380859375,345.55568712817,0.00029999703912842054,1187711.326712411,7.1731908321380615
540,train,5.9154253005981445,370.71193318871474,0.00029998752510231383,1195001.564978093,7.40363883972168
560,train,5.919971466064453,372.40108765594624,0.00029997145013596697,1201876.852912067,7.633926868438721
580,train,5.880255699157715,357.9007449287297,0.0002999488149325511,1208379.1927631064,7.86402153968811
600,train,5.891766548156738,362.0442884607988,0.0002999196204822032,1214419.409369197,8.094732284545898
620,train,5.896339416503906,363.7036604810576,0.00029988386806198316,1219668.4885987993,8.328558206558228
640,train,5.8815155029296875,358.35191376961546,0.0002998415592358178,1225012.3004373566,8.559718132019043
660,train,5.862941741943359,351.757402990413,0.000299792695854432,1230146.807005743,8.79036545753479
680,train,5.906147480010986,367.2884402170949,0.0002997372800552686,1235161.8053901186,9.019968032836914
700,train,5.9193267822265625,372.1610840650521,0.000299675314262394,1239759.6747673042,9.25082516670227
720,train,5.901531219482422,365.5968485059104,0.00029960680118639284,1244183.7680016544,9.481300354003906
740,train,5.872167110443115,355.01750937531943,0.0002995317438242489,1248459.5460639705,9.71129584312439
750,valid,5.867180844148,353.2517035816808,0.00029949176205071125,1250332.8739930214,9.82778286933899
760,train,5.849971771240234,347.22457862117346,0.00029945014545921443,1238208.6435896566,10.056334257125854
780,train,5.8375701904296875,342.94503634373115,0.00029936200966066627,1242314.2923176088,10.286865472793579
800,train,5.858589172363281,350.2296815873145,0.0002992673402839497,1246225.408221496,10.517519474029541
820,train,5.820136070251465,337.0179086218247,0.0002991661414702101,1249973.4016951201,10.748132705688477
840,train,5.755715847015381,315.99166827323614,0.0002990584176462111,1253546.3802693153,10.978899717330933
860,train,5.697021961212158,297.97868622485873,0.00029894417352414215,1257020.373157049,11.209237575531006
880,train,5.65412712097168,285.46719561526925,0.00029882341410141097,1260017.3056940408,11.442636489868164
900,train,5.604434013366699,271.62814402055807,0.000298696144660426,1263219.7410510532,11.673028469085693
920,train,5.607597827911377,272.48888598935196,0.00029856237076836484,1266258.5933451618,11.90379285812378
940,train,5.588921546936035,267.44703505470943,0.00029842209827693093,1269206.2537924126,12.134324073791504
960,train,5.489199638366699,242.0633910559065,0.0002982753333220975,1272077.4578526842,12.364530086517334
980,train,5.474798679351807,238.60242649989297,0.00029812208232383905,1274806.5148572738,12.59510350227356
1000,train,5.483738422393799,240.74503379174436,0.0002979623519858508,1277450.20069152,12.825548887252808
1000,valid,5.473411321640015,238.27162910365428,0.0002979623519858508,1277450.20069152,12.825548887252808
1020,train,5.470999717712402,237.69770462448744,0.00029779614929525516,1114894.5492746984,14.989471435546875
1040,train,5.427058219909668,227.4790667586331,0.00029762348152229616,1119455.0115879814,15.221120834350586
1060,train,5.434798717498779,229.24670028228303,0.00029744435622002164,1123860.6237585659,15.453019380569458
1080,train,5.381390571594238,217.32427036059622,0.0002972587812239526,1128172.2161653382,15.68441390991211
1100,train,5.403435707092285,222.16841204632175,0.0002970667646517405,1132349.7372141264,15.91593074798584
1120,train,5.339456558227539,208.39942655658035,0.00029686831490281226,1136408.1040023083,16.147438526153564
1140,train,5.32303524017334,205.00517857756884,0.00029666344065800283,1140169.1806265472,16.381568908691406
1160,train,5.272198677062988,194.84389062825025,0.0002964521508791754,1144029.3113783828,16.61272120475769
1180,train,5.267867088317871,194.00173228311533,0.0002962344548088293,1147715.3129900259,16.844874143600464
1200,train,5.278995990753174,196.17281712184302,0.00029601036196969595,1151321.3976911406,17.076725959777832
1220,train,5.187579154968262,179.03461283989708,0.00029577988216432203,1154846.5587927983,17.308342695236206
1240,train,5.1483306884765625,172.14388855831564,0.00029554302547464095,1158267.5515906408,17.54012703895569
1250,valid,5.2010191679000854,181.45708290126748,0.0002954222090250759,1159851.3953051018,17.657434463500977
1260,train,5.163554668426514,174.78465414350075,0.00029529980226153163,1154161.2124831302,17.886444091796875
1280,train,5.174252986907959,176.66459420743854,0.00029505022316436523,1157471.7507976515,18.118386030197144
1300,train,5.135367393493652,169.92673838598407,0.0002947942991005401,1160735.639831809,18.34974241256714
1320,train,5.159586429595947,174.0924412333674,0.0002945320412650038,1163934.4396462773,18.580840349197388
1340,train,5.032226085662842,153.27383389039554,0.0002942634611297637,1167030.8489914725,18.81232190132141
1360,train,5.068425178527832,158.92385347235998,0.00029398857044338504,1170013.503082596,19.044429779052734
1380,train,5.038994789123535,154.314818102585,0.00029370738123047686,1172969.6366509346,19.275793075561523
1400,train,4.940367698669434,139.82165234458117,0.00029341990579116625,1175851.020594587,19.507233142852783
1420,train,4.978039264678955,145.18942434941303,0.00029312615670056035,1178656.8196153864,19.738807439804077
1440,train,5.029450416564941,152.84898633702596,0.00029282614680819585,1181396.080337952,19.970406532287598
1460,train,4.933472633361816,138.8608889896603,0.00029251988923747747,1184128.0700825152,20.20105814933777
1480,train,4.902173042297363,134.58191435183056,0.0002922073973851034,1186768.0078311304,20.43223261833191
1500,train,4.982522964477539,145.84187173819507,0.0002918886849204797,1189322.1857720632,20.663870811462402
1500,valid,4.910982449849446,135.7727388122762,0.0002918886849204797,1189322.1857720632,20.663870811462402
1520,train,4.853692531585693,128.21294719984672,0.00029156376578512184,1185786.2526164302,21.001828908920288
1540,train,4.858910083770752,128.88365314274776,0.00029123265419204563,1188788.5084651872,21.22443127632141
1560,train,4.944080352783203,140.3417266078957,0.0002908953646251447,1191788.5251655893,21.44595241546631
1580,train,4.868046760559082,130.0666173763754,0.00029055191183855736,1194635.8797520234,21.669129848480225
1600,train,4.877081871032715,131.24710853672906,0.00029020231085602114,1197412.90952545,21.892531633377075
1620,train,4.901546478271484,134.49761657749804,0.0002898465769702156,1200139.981092162,22.115820169448853
1640,train,4.809481620788574,122.66801248534703,0.0002894847257420933,1202795.231893544,22.33943009376526
1660,train,4.776026725769043,118.63205470078591,0.0002891167730001992,1205415.0613842264,22.5627179145813
1680,train,4.862586975097656,129.35841662114464,0.0002887427348399782,1207978.110675982,22.786108255386353
1700,train,4.8139729499816895,123.22019399713724,0.0002883626276230712,1210479.28897001,23.00972867012024
1720,train,4.8626508712768555,129.36668239378682,0.00028797646797659916,1212949.9324717403,23.233011722564697
1740,train,4.744007110595703,114.89367214189276,0.00028758427279243606,1215369.7097416315,23.456368684768677
1750,valid,4.748908321062724,115.45817244776428,0.0002873859172246428,1216507.260158674,23.56911540031433
1760,train,4.743844985961914,114.87504655724591,0.0002871860592264698,1211901.3663639838,23.793883562088013
1780,train,4.7619194984436035,116.97023473340768,0.0002867818446978518,1214328.1499192286,24.0161771774292
1800,train,4.620238304138184,101.51822145949727,0.000286371646888235,1216645.8688447222,24.23975682258606
1820,train,4.737819671630859,114.18496934673304,0.0002859554837410004,1218939.85017938,24.46296262741089
1840,train,4.716060638427734,111.72725056729548,0.00028553337346047227,1221168.0055139025,24.686660528182983
1860,train,4.696255683898926,109.53626524734803,0.0002851053345111218,1223366.0015665658,24.910157680511475
1880,train,4.678910255432129,107.6526946878082,0.00028467138561675913,1225546.1235950047,25.133219718933105
1900,train,4.682737350463867,108.06548116350795,0.0002842315457597149,1227668.4258141047,25.3566837310791
1920,train,4.612282752990723,100.71379213832459,0.00028378583418000913,1229752.0661239845,25.580180644989014
1940,train,4.69066858291626,108.9259815180939,0.00028333427037451037,1231806.0537461033,25.803542613983154
1960,train,4.598923683166504,99.37729660186814,0.0002828768740960823,1233841.42424305,26.026553630828857
1980,train,4.668295860290527,106.51606941472869,0.00028241366535271994,1235805.506335021,26.250344276428223
2000,train,4.65322732925415,104.9230610075358,0.0002819446644066742,1237802.8766077026,26.472712755203247
2000,valid,4.60325841108958,99.80900513791235,0.0002819446644066742,1237802.8766077026,26.472712755203247
2020,train,4.612397193908691,100.72531857668453,0.00028146989177356587,1175631.3107661766,28.151410818099976
2040,train,4.600234031677246,99.50760084781479,0.000280989368221488,1177917.7899858009,28.374951362609863
2060,train,4.586808204650879,98.18055727332063,0.00028050311477009743,1180166.0255632834,28.598552465438843
2080,train,4.557060718536377,95.30294556612418,0.00028001115268969535,1182378.8984444835,28.8221652507782
2100,train,4.588621139526367,98.3587136738762,0.00027951350350029685,1184588.8631020628,29.045013904571533
2120,train,4.539825916290283,93.67449149699678,0.00027901018897068974,1186711.3091144029,29.269191026687622
2140,train,4.549955368041992,94.62818477950302,0.0002785012311174819,1188807.7653732332,29.493212461471558
2160,train,4.5313520431518555,92.88405947990563,0.0002779866522041388,1190887.2127208589,29.716869592666626
2180,train,4.483415126800537,88.53652040179927,0.00027746647474000905,1192927.5754640757,29.940727949142456
2200,train,4.518425941467285,91.6911570805889,0.00027694072147934007,1194945.9750365173,30.164376258850098
2220,train,4.563263416290283,95.89591804592145,0.0002764094154202826,1196931.9320193122,30.388093948364258
2240,train,4.495238780975342,89.58955871352374,0.00027587257980388495,1198881.877003139,30.611989974975586
2250,valid,4.496964693069458,89.7443159266713,0.0002756020957406784,1199807.180904536,30.724936962127686
2260,train,4.545238018035889,94.18284175677708,0.0002753302381130761,1196372.3653325737,30.950096368789673
2280,train,4.513052940368652,91.19982154807363,0.00027478241407163847,1198297.9117050075,31.17381715774536
2300,train,4.441902160644531,84.9363506957993,0.00027422913164317045,1200231.8354775622,31.39660096168518
2320,train,4.472135066986084,87.54343471883126,0.00027367041503003774,1202096.1505207294,31.62049889564514
2340,train,4.441368103027344,84.89100190124655,0.000273106288672315,1203951.3580792695,31.843944311141968
2360,train,4.380979537963867,79.91627610435634,0.00027253677724671673,1205760.253958392,32.067933797836304
2380,train,4.4706268310546875,87.41149808582625,0.00027196190566551755,1207061.2920048975,32.30483841896057
2400,train,4.398897171020508,81.3610917999629,0.0002713816990754628,1208844.4255292313,32.528255224227905
2420,train,4.32492733001709,75.56002171472161,0.00027079618285666824,1210582.134414131,32.75224280357361
